Pokemon,Dex_Number,Move
Avalugg,713,Sheer Cold
Avalugg,713,Skull Bash
Avalugg,713,Sleep Talk
Avalugg,713,Snowscape
Avalugg,713,Stealth Rock
Avalugg,713,Stomping Tantrum
Avalugg,713,Stone Edge
Avalugg,713,Substitute
Avalugg,713,Surf
Avalugg,713,Tackle
Avalugg,713,Take Down
Avalugg,713,Tera Blast
Avalugg,713,Wide Guard
Dragonite,149,Aerial Ace
Dragonite,149,Agility
Dragonite,149,Air Cutter
Dragonite,149,Air Slash
Dragonite,149,Aqua Jet
Dragonite,149,Aqua Tail
Dragonite,149,Blizzard
Dragonite,149,Body Press
Dragonite,149,Body Slam
Dragonite,149,Breaking Swipe
Dragonite,149,Brick Break
Dragonite,149,Brutal Swing
Dragonite,149,Bulldoze
Dragonite,149,Chilling Water
Dragonite,149,Draco Meteor
Dragonite,149,Dragon Breath
Dragonite,149,Dragon Cheer
Dragonite,149,Dragon Claw
Dragonite,149,Dragon Dance
Dragonite,149,Dragon Pulse
Dragonite,149,Dragon Rush
Dragonite,149,Dragon Tail
Dragonite,149,Dual Wingbeat
Dragonite,149,Earthquake
Dragonite,149,Encore
Dragonite,149,Endure
Dragonite,149,Extreme Speed
Dragonite,149,Facade
Dragonite,149,Fire Blast
Dragonite,149,Fire Punch
Dragonite,149,Fire Spin
Dragonite,149,Flamethrower
Dragonite,149,Fling
Dragonite,149,Fly
Dragonite,149,Focus Blast
Dragonite,149,Focus Punch
Dragonite,149,Giga Impact
Dragonite,149,Haze
Dragonite,149,Heat Wave
Dragonite,149,Helping Hand
Dragonite,149,Hurricane
Dragonite,149,Hydro Pump
Dragonite,149,Hyper Beam
Dragonite,149,Ice Beam
Dragonite,149,Ice Punch
Dragonite,149,Ice Spinner
Dragonite,149,Icy Wind
Dragonite,149,Iron Head
Dragonite,149,Leer
Dragonite,149,Light Screen
Dragonite,149,Low Kick
Dragonite,149,Metronome
Dragonite,149,Mist
Dragonite,149,Outrage
Dragonite,149,Protect
Dragonite,149,Rain Dance
Dragonite,149,Razor Wind
Dragonite,149,Rest
Dragonite,149,Roar
Dragonite,149,Rock Slide
Dragonite,149,Rock Tomb
Dragonite,149,Roost
Dragonite,149,Safeguard
Dragonite,149,Sandstorm
Dragonite,149,Scale Shot
Dragonite,149,Scary Face
Dragonite,149,Skull Bash
Dragonite,149,Slam
Dragonite,149,Sleep Talk
Dragonite,149,Snowscape
Dragonite,149,Stomping Tantrum
Dragonite,149,Stone Edge
Dragonite,149,Substitute
Dragonite,149,Sunny Day
Dragonite,149,Supersonic
Dragonite,149,Surf
Dragonite,149,Swift
Dragonite,149,Tackle
Dragonite,149,Tailwind
Dragonite,149,Take Down
Dragonite,149,Tera Blast
Dragonite,149,Thunder
Dragonite,149,Thunder Punch
Dragonite,149,Thunder Wave
Dragonite,149,Thunderbolt
Dragonite,149,Twister
Dragonite,149,Vacuum Wave
Dragonite,149,Water Pulse
Dragonite,149,Waterfall
Dragonite,149,Weather Ball
Dragonite,149,Whirlpool
Dragonite,149,Whirlwind
Dragonite,149,Wing Attack
Dragonite,149,Wrap
Heatran,485,Ancient Power
Heatran,485,Body Press
Heatran,485,Body Slam
Heatran,485,Bulldoze
Heatran,485,Burning Jealousy
Heatran,485,Crunch
Heatran,485,Dark Pulse
Heatran,485,Dig
Heatran,485,Dragon Pulse
Heatran,485,Earth Power
Heatran,485,Earthquake
Heatran,485,Endure
Heatran,485,Facade
Heatran,485,Fire Blast
Heatran,485,Fire Fang
Heatran,485,Fire Spin
Heatran,485,First Impression
Heatran,485,Flame Charge
Heatran,485,Flamethrower
Heatran,485,Flare Blitz
Heatran,485,Flash Cannon
Heatran,485,Giga Impact
Heatran,485,Hard Press
Heatran,485,Heat Crash
Heatran,485,Heat Wave
Heatran,485,Heavy Slam
Heatran,485,Hyper Beam
Heatran,485,Iron Defense
Heatran,485,Iron Head
Heatran,485,Lava Plume
Heatran,485,Leer
Heatran,485,Lunge
Heatran,485,Magma Storm
Heatran,485,Metal Claw
Heatran,485,Metal Sound
Heatran,485,Overheat
Heatran,485,Pounce
Heatran,485,Power Gem
Heatran,485,Protect
Heatran,485,Rest
Heatran,485,Rock Blast
Heatran,485,Rock Slide
Heatran,485,Rock Tomb
Heatran,485,Sandstorm
Heatran,485,Scary Face
Heatran,485,Scorching Sands
Heatran,485,Sleep Talk
Heatran,485,Solar Beam
Heatran,485,Stealth Rock
Heatran,485,Steel Beam
Heatran,485,Stomping Tantrum
Heatran,485,Stone Edge
Heatran,485,Substitute
Heatran,485,Sunny Day
Heatran,485,Take Down
Heatran,485,Taunt
Heatran,485,Tera Blast
Heatran,485,Will-O-Wisp
Cobalion,638,Aerial Ace
Cobalion,638,Air Slash
Cobalion,638,Aura Sphere
Cobalion,638,Body Press
Cobalion,638,Body Slam
Cobalion,638,Bounce
Cobalion,638,Brick Break
Cobalion,638,Calm Mind
Cobalion,638,Close Combat
Cobalion,638,Coaching
Cobalion,638,Double Kick
Cobalion,638,Double-Edge
Cobalion,638,Endure
Cobalion,638,Facade
Cobalion,638,False Swipe
Cobalion,638,Flash Cannon
Cobalion,638,Focus Blast
Cobalion,638,Giga Impact
Cobalion,638,Headbutt
Cobalion,638,Heavy Slam
Cobalion,638,Helping Hand
Cobalion,638,Hyper Beam
Cobalion,638,Iron Defense
Cobalion,638,Iron Head
Cobalion,638,Leer
Cobalion,638,Megahorn
Cobalion,638,Metal Burst
Cobalion,638,Metal Claw
Cobalion,638,Metal Sound
Cobalion,638,Poison Jab
Cobalion,638,Protect
Cobalion,638,Psych Up
Cobalion,638,Quick Attack
Cobalion,638,Quick Guard
Cobalion,638,Rain Dance
Cobalion,638,Reflect
Cobalion,638,Rest
Cobalion,638,Retaliate
Cobalion,638,Reversal
Cobalion,638,Roar
Cobalion,638,Sacred Sword
Cobalion,638,Safeguard
Cobalion,638,Sandstorm
Cobalion,638,Scary Face
Cobalion,638,Skull Bash
Cobalion,638,Sleep Talk
Cobalion,638,Smart Strike
Cobalion,638,Stealth Rock
Cobalion,638,Steel Beam
Cobalion,638,Stone Edge
Cobalion,638,Substitute
Cobalion,638,Sunny Day
Cobalion,638,Swift
Cobalion,638,Swords Dance
Cobalion,638,Take Down
Cobalion,638,Taunt
Cobalion,638,Tera Blast
Cobalion,638,Thunder Wave
Cobalion,638,Upper Hand
Cobalion,638,Vacuum Wave
Cobalion,638,Volt Switch
Cobalion,638,Work Up
Cobalion,638,X-Scissor
Cobalion,638,Zen Headbutt
Terrakion,639,Aerial Ace
Terrakion,639,Air Slash
Terrakion,639,Aura Sphere
Terrakion,639,Body Slam
Terrakion,639,Brick Break
Terrakion,639,Bulldoze
Terrakion,639,Calm Mind
Terrakion,639,Close Combat
Terrakion,639,Coaching
Terrakion,639,Double Kick
Terrakion,639,Double-Edge
Terrakion,639,Earth Power
Terrakion,639,Earthquake
Terrakion,639,Endure
Terrakion,639,Facade
Terrakion,639,False Swipe
Terrakion,639,Focus Blast
Terrakion,639,Giga Impact
Terrakion,639,Head Smash
Terrakion,639,Headbutt
Terrakion,639,Heavy Slam
Terrakion,639,Helping Hand
Terrakion,639,High Horsepower
Terrakion,639,Hyper Beam
Terrakion,639,Iron Head
Terrakion,639,Leer
Terrakion,639,Megahorn
Terrakion,639,Poison Jab
Terrakion,639,Protect
Terrakion,639,Psych Up
Terrakion,639,Quick Attack
Terrakion,639,Quick Guard
Terrakion,639,Reflect
Terrakion,639,Rest
Terrakion,639,Retaliate
Terrakion,639,Reversal
Terrakion,639,Roar
Terrakion,639,Rock Blast
Terrakion,639,Rock Slide
Terrakion,639,Rock Throw
Terrakion,639,Rock Tomb
Terrakion,639,Sacred Sword
Terrakion,639,Safeguard
Terrakion,639,Sandstorm
Terrakion,639,Scary Face
Terrakion,639,Skull Bash
Terrakion,639,Sleep Talk
Terrakion,639,Smack Down
Terrakion,639,Smart Strike
Terrakion,639,Stealth Rock
Terrakion,639,Stomping Tantrum
Terrakion,639,Stone Edge
Terrakion,639,Substitute
Terrakion,639,Swift
Terrakion,639,Swords Dance
Terrakion,639,Take Down
Terrakion,639,Taunt
Terrakion,639,Tera Blast
Terrakion,639,Upper Hand
Terrakion,639,Work Up
Terrakion,639,X-Scissor
Terrakion,639,Zen Headbutt
Virizion,640,Aerial Ace
Virizion,640,Air Slash
Virizion,640,Aura Sphere
Virizion,640,Body Slam
Virizion,640,Bounce
Virizion,640,Brick Break
Virizion,640,Bullet Seed
Virizion,640,Calm Mind
Virizion,640,Close Combat
Virizion,640,Coaching
Virizion,640,Double Kick
Virizion,640,Double-Edge
Virizion,640,Endure
Virizion,640,Energy Ball
Virizion,640,Facade
Virizion,640,False Swipe
Virizion,640,Focus Blast
Virizion,640,Giga Drain
Virizion,640,Giga Impact
Virizion,640,Grass Knot
Virizion,640,Grassy Glide
Virizion,640,Headbutt
Virizion,640,Helping Hand
Virizion,640,Horn Leech
Virizion,640,Hyper Beam
Virizion,640,Iron Defense
Virizion,640,Leaf Blade
Virizion,640,Leaf Storm
Virizion,640,Leer
Virizion,640,Light Screen
Virizion,640,Magical Leaf
Virizion,640,Megahorn
Virizion,640,Poison Jab
Virizion,640,Protect
Virizion,640,Psych Up
Virizion,640,Quick Attack
Virizion,640,Quick Guard
Virizion,640,Reflect
Virizion,640,Rest
Virizion,640,Retaliate
Virizion,640,Reversal
Virizion,640,Roar
Virizion,640,Sacred Sword
Virizion,640,Safeguard
Virizion,640,Scary Face
Virizion,640,Seed Bomb
Virizion,640,Skull Bash
Virizion,640,Sleep Talk
Virizion,640,Smart Strike
Virizion,640,Solar Beam
Virizion,640,Solar Blade
Virizion,640,Stealth Rock
Virizion,640,Stone Edge
Virizion,640,Substitute
Virizion,640,Sunny Day
Virizion,640,Swift
Virizion,640,Swords Dance
Virizion,640,Synthesis
Virizion,640,Take Down
Virizion,640,Taunt
Virizion,640,Tera Blast
Virizion,640,Trailblaze
Virizion,640,Upper Hand
Virizion,640,Vacuum Wave
Virizion,640,Work Up
Virizion,640,X-Scissor
Virizion,640,Zen Headbutt
Keldeo,647,Aerial Ace
Keldeo,647,Air Slash
Keldeo,647,Aqua Jet
Keldeo,647,Aqua Tail
Keldeo,647,Aura Sphere
Keldeo,647,Baton Pass
Keldeo,647,Body Slam
Keldeo,647,Bounce
Keldeo,647,Brick Break
Keldeo,647,Bubble Beam
Keldeo,647,Calm Mind
Keldeo,647,Chilling Water
Keldeo,647,Close Combat
Keldeo,647,Coaching
Keldeo,647,Double Kick
Keldeo,647,Double-Edge
Keldeo,647,Earth Power
Keldeo,647,Endure
Keldeo,647,Facade
Keldeo,647,False Swipe
Keldeo,647,Flip Turn
Keldeo,647,Focus Blast
Keldeo,647,Giga Impact
Keldeo,647,Headbutt
Keldeo,647,Helping Hand
Keldeo,647,Hydro Pump
Keldeo,647,Hyper Beam
Keldeo,647,Ice Beam
Keldeo,647,Icy Wind
Keldeo,647,Leer
Keldeo,647,Light Screen
Keldeo,647,Liquidation
Keldeo,647,Low Kick
Keldeo,647,Megahorn
Keldeo,647,Muddy Water
Keldeo,647,Pain Split
Keldeo,647,Poison Jab
Keldeo,647,Protect
Keldeo,647,Psych Up
Keldeo,647,Quick Guard
Keldeo,647,Rain Dance
Keldeo,647,Reflect
Keldeo,647,Rest
Keldeo,647,Retaliate
Keldeo,647,Reversal
Keldeo,647,Roar
Keldeo,647,Sacred Sword
Keldeo,647,Safeguard
Keldeo,647,Scald
Keldeo,647,Secret Sword
Keldeo,647,Skull Bash
Keldeo,647,Sleep Talk
Keldeo,647,Smart Strike
Keldeo,647,Stealth Rock
Keldeo,647,Stone Edge
Keldeo,647,Substitute
Keldeo,647,Sunny Day
Keldeo,647,Surf
Keldeo,647,Swift
Keldeo,647,Swords Dance
Keldeo,647,Take Down
Keldeo,647,Taunt
Keldeo,647,Tera Blast
Keldeo,647,Trailblaze
Keldeo,647,Upper Hand
Keldeo,647,Vacuum Wave
Keldeo,647,Water Pulse
Keldeo,647,Waterfall
Keldeo,647,Whirlpool
Keldeo,647,Work Up
Keldeo,647,X-Scissor
Keldeo,647,Zen Headbutt
Machamp,068,Body Slam
Machamp,068,Brick Break
Machamp,068,Brutal Swing
Machamp,068,Bulk Up
Machamp,068,Bulldoze
Machamp,068,Bullet Punch
Machamp,068,Close Combat
Machamp,068,Comet Punch
Machamp,068,Detect
Machamp,068,Dig
Machamp,068,Double-Edge
Machamp,068,Drain Punch
Machamp,068,Dual Chop
Machamp,068,Dynamic Punch
Machamp,068,Earthquake
Machamp,068,Endure
Machamp,068,Facade
Machamp,068,Fire Blast
Machamp,068,Fire Punch
Machamp,068,Fissure
Machamp,068,Flamethrower
Machamp,068,Focus Blast
Machamp,068,Focus Energy
Machamp,068,Giga Impact
Machamp,068,Heavy Slam
Machamp,068,Hyper Beam
Machamp,068,Ice Punch
Machamp,068,Knock Off
Machamp,068,Leer
Machamp,068,Light Screen
Machamp,068,Low Sweep
Machamp,068,Metronome
Machamp,068,Poison Jab
Machamp,068,Power-Up Punch
Machamp,068,Protect
Machamp,068,Rock Slide
Machamp,068,Rock Smash
Machamp,068,Rock Tomb
Machamp,068,Stone Edge
Machamp,068,Storm Throw
Machamp,068,Substitute
Machamp,068,Thunder Punch
Machamp,068,Work Up
Slowpoke,079,Acid
Slowpoke,079,Amnesia
Slowpoke,079,Avalanche
Slowpoke,079,Belch
Slowpoke,079,Belly Drum
Slowpoke,079,Blizzard
Slowpoke,079,Block
Slowpoke,079,Body Slam
Slowpoke,079,Bulldoze
Slowpoke,079,Calm Mind
Slowpoke,079,Chilling Water
Slowpoke,079,Confusion
Slowpoke,079,Curse
Slowpoke,079,Dig
Slowpoke,079,Disable
Slowpoke,079,Dream Eater
Slowpoke,079,Earthquake
Slowpoke,079,Endure
Slowpoke,079,Expanding Force
Slowpoke,079,Facade
Slowpoke,079,Fire Blast
Slowpoke,079,Flamethrower
Slowpoke,079,Foul Play
Slowpoke,079,Grass Knot
Slowpoke,079,Growl
Slowpoke,079,Headbutt
Slowpoke,079,Heal Pulse
Slowpoke,079,Helping Hand
Slowpoke,079,Hydro Pump
Slowpoke,079,Ice Beam
Slowpoke,079,Icy Wind
Slowpoke,079,Imprison
Slowpoke,079,Iron Tail
Slowpoke,079,Light Screen
Slowpoke,079,Liquidation
Slowpoke,079,Mud Shot
Slowpoke,079,Protect
Slowpoke,079,Psybeam
Slowpoke,079,Psych Up
Slowpoke,079,Psychic
Slowpoke,079,Psychic Terrain
Slowpoke,079,Psyshock
Slowpoke,079,Rain Dance
Slowpoke,079,Rest
Slowpoke,079,Safeguard
Slowpoke,079,Scald
Slowpoke,079,Shadow Ball
Slowpoke,079,Skill Swap
Slowpoke,079,Skull Bash
Slowpoke,079,Slack Off
Slowpoke,079,Sleep Talk
Slowpoke,079,Snowscape
Slowpoke,079,Stomp
Slowpoke,079,Stored Power
Slowpoke,079,Substitute
Slowpoke,079,Sunny Day
Slowpoke,079,Surf
Slowpoke,079,Swift
Slowpoke,079,Tackle
Slowpoke,079,Take Down
Slowpoke,079,Tera Blast
Slowpoke,079,Thunder Wave
Slowpoke,079,Tri Attack
Slowpoke,079,Trick
Slowpoke,079,Trick Room
Slowpoke,079,Water Gun
Slowpoke,079,Water Pulse
Slowpoke,079,Waterfall
Slowpoke,079,Weather Ball
Slowpoke,079,Whirlpool
Slowpoke,079,Yawn
Slowpoke,079,Zen Headbutt
Igglybuff,174,Alluring Voice
Igglybuff,174,Body Slam
Igglybuff,174,Brick Break
Igglybuff,174,Calm Mind
Igglybuff,174,Charm
Igglybuff,174,Confusion
Igglybuff,174,Copycat
Igglybuff,174,Covet
Igglybuff,174,Dazzling Gleam
Igglybuff,174,Defense Curl
Igglybuff,174,Dig
Igglybuff,174,Disable
Igglybuff,174,Disarming Voice
Igglybuff,174,Double-Edge
Igglybuff,174,Draining Kiss
Igglybuff,174,Encore
Igglybuff,174,Endeavor
Igglybuff,174,Endure
Igglybuff,174,Energy Ball
Igglybuff,174,Facade
Igglybuff,174,Fake Tears
Igglybuff,174,Fire Blast
Igglybuff,174,Flamethrower
Igglybuff,174,Fling
Igglybuff,174,Grass Knot
Igglybuff,174,Gravity
Igglybuff,174,Heal Pulse
Igglybuff,174,Helping Hand
Igglybuff,174,Hyper Voice
Igglybuff,174,Icy Wind
Igglybuff,174,Last Resort
Igglybuff,174,Light Screen
Igglybuff,174,Mimic
Igglybuff,174,Misty Terrain
Igglybuff,174,Nasty Plot
Igglybuff,174,Pain Split
Igglybuff,174,Perish Song
Igglybuff,174,Play Rough
Igglybuff,174,Pound
Igglybuff,174,Present
Igglybuff,174,Protect
Igglybuff,174,Psych Up
Igglybuff,174,Psychic
Igglybuff,174,Psyshock
Igglybuff,174,Rain Dance
Igglybuff,174,Reflect
Igglybuff,174,Rest
Igglybuff,174,Rollout
Igglybuff,174,Shadow Ball
Igglybuff,174,Sing
Igglybuff,174,Sleep Talk
Igglybuff,174,Solar Beam
Igglybuff,174,Stealth Rock
Igglybuff,174,Substitute
Igglybuff,174,Sunny Day
Igglybuff,174,Sweet Kiss
Igglybuff,174,Swift
Igglybuff,174,Tackle
Igglybuff,174,Take Down
Igglybuff,174,Taunt
Igglybuff,174,Tera Blast
Igglybuff,174,Thunder Wave
Igglybuff,174,Trailblaze
Igglybuff,174,Water Pulse
Igglybuff,174,Wild Charge
Igglybuff,174,Wish
Igglybuff,174,Zen Headbutt
Ampharos,181,After You
Ampharos,181,Agility
Ampharos,181,Body Slam
Ampharos,181,Breaking Swipe
Ampharos,181,Brick Break
Ampharos,181,Bulldoze
Ampharos,181,Charge
Ampharos,181,Charge Beam
Ampharos,181,Comet Punch
Ampharos,181,Confuse Ray
Ampharos,181,Cotton Guard
Ampharos,181,Cotton Spore
Ampharos,181,Dazzling Gleam
Ampharos,181,Dig
Ampharos,181,Discharge
Ampharos,181,Double-Edge
Ampharos,181,Dragon Cheer
Ampharos,181,Dragon Pulse
Ampharos,181,Dragon Tail
Ampharos,181,Dual Chop
Ampharos,181,Eerie Impulse
Ampharos,181,Electric Terrain
Ampharos,181,Electro Ball
Ampharos,181,Electroweb
Ampharos,181,Endeavor
Ampharos,181,Endure
Ampharos,181,Facade
Ampharos,181,Fire Punch
Ampharos,181,Flash Cannon
Ampharos,181,Flatter
Ampharos,181,Fling
Ampharos,181,Focus Blast
Ampharos,181,Focus Punch
Ampharos,181,Giga Impact
Ampharos,181,Growl
Ampharos,181,Helping Hand
Ampharos,181,Hyper Beam
Ampharos,181,Ice Punch
Ampharos,181,Light Screen
Ampharos,181,Low Kick
Ampharos,181,Magnetic Flux
Ampharos,181,Meteor Beam
Ampharos,181,Outrage
Ampharos,181,Power Gem
Ampharos,181,Protect
Ampharos,181,Rain Dance
Ampharos,181,Reflect
Ampharos,181,Rest
Ampharos,181,Roar
Ampharos,181,Sleep Talk
Ampharos,181,Stomping Tantrum
Ampharos,181,Substitute
Ampharos,181,Sunny Day
Ampharos,181,Supercell Slam
Ampharos,181,Swift
Ampharos,181,Tackle
Ampharos,181,Take Down
Ampharos,181,Tera Blast
Ampharos,181,Thunder
Ampharos,181,Thunder Punch
Ampharos,181,Thunder Shock
Ampharos,181,Thunder Wave
Ampharos,181,Thunderbolt
Ampharos,181,Trailblaze
Ampharos,181,Volt Switch
Ampharos,181,Wild Charge
Ampharos,181,Zap Cannon
Abomasnow,460,Aurora Veil
Abomasnow,460,Avalanche
Abomasnow,460,Blizzard
Abomasnow,460,Body Press
Abomasnow,460,Body Slam
Abomasnow,460,Brick Break
Abomasnow,460,Bulldoze
Abomasnow,460,Bullet Seed
Abomasnow,460,Chilling Water
Abomasnow,460,Curse
Abomasnow,460,Double-Edge
Abomasnow,460,Earth Power
Abomasnow,460,Earthquake
Abomasnow,460,Endure
Abomasnow,460,Energy Ball
Abomasnow,460,Facade
Abomasnow,460,Fling
Abomasnow,460,Focus Blast
Abomasnow,460,Focus Punch
Abomasnow,460,Frost Breath
Abomasnow,460,Giga Drain
Abomasnow,460,Giga Impact
Abomasnow,460,Grass Knot
Abomasnow,460,Grassy Glide
Abomasnow,460,Growth
Abomasnow,460,Hard Press
Abomasnow,460,Helping Hand
Abomasnow,460,Hyper Beam
Abomasnow,460,Ice Beam
Abomasnow,460,Ice Hammer
Abomasnow,460,Ice Punch
Abomasnow,460,Ice Shard
Abomasnow,460,Ice Spinner
Abomasnow,460,Icicle Spear
Abomasnow,460,Icy Wind
Abomasnow,460,Ingrain
Abomasnow,460,Leaf Storm
Abomasnow,460,Leafage
Abomasnow,460,Leech Seed
Abomasnow,460,Leer
Abomasnow,460,Low Kick
Abomasnow,460,Magical Leaf
Abomasnow,460,Mist
Abomasnow,460,Mud-Slap
Abomasnow,460,Outrage
Abomasnow,460,Powder Snow
Abomasnow,460,Protect
Abomasnow,460,Rain Dance
Abomasnow,460,Razor Leaf
Abomasnow,460,Rest
Abomasnow,460,Rock Slide
Abomasnow,460,Rock Tomb
Abomasnow,460,Scary Face
Abomasnow,460,Seed Bomb
Abomasnow,460,Sheer Cold
Abomasnow,460,Sleep Talk
Abomasnow,460,Snowscape
Abomasnow,460,Solar Beam
Abomasnow,460,Stomp
Abomasnow,460,Stomping Tantrum
Abomasnow,460,Substitute
Abomasnow,460,Swagger
Abomasnow,460,Swords Dance
Abomasnow,460,Take Down
Abomasnow,460,Tera Blast
Abomasnow,460,Trailblaze
Abomasnow,460,Water Pulse
Abomasnow,460,Weather Ball
Abomasnow,460,Wood Hammer
Pignite,499,Arm Thrust
Pignite,499,Assurance
Pignite,499,Body Slam
Pignite,499,Brick Break
Pignite,499,Bulk Up
Pignite,499,Bulldoze
Pignite,499,Close Combat
Pignite,499,Coaching
Pignite,499,Curse
Pignite,499,Defense Curl
Pignite,499,Dig
Pignite,499,Double Team
Pignite,499,Double-Edge
Pignite,499,Drain Punch
Pignite,499,Ember
Pignite,499,Endeavor
Pignite,499,Endure
Pignite,499,Facade
Pignite,499,Fire Blast
Pignite,499,Fire Pledge
Pignite,499,Fire Punch
Pignite,499,Fire Spin
Pignite,499,Flame Charge
Pignite,499,Flame Wheel
Pignite,499,Flamethrower
Pignite,499,Flare Blitz
Pignite,499,Fling
Pignite,499,Focus Blast
Pignite,499,Focus Energy
Pignite,499,Focus Punch
Pignite,499,Grass Knot
Pignite,499,Gyro Ball
Pignite,499,Head Smash
Pignite,499,Headbutt
Pignite,499,Heat Crash
Pignite,499,Heat Wave
Pignite,499,Heavy Slam
Pignite,499,Helping Hand
Pignite,499,High Horsepower
Pignite,499,Knock Off
Pignite,499,Low Kick
Pignite,499,Low Sweep
Pignite,499,Mud-Slap
Pignite,499,Overheat
Pignite,499,Poison Jab
Pignite,499,Power-Up Punch
Pignite,499,Protect
Pignite,499,Rest
Pignite,499,Reversal
Pignite,499,Roar
Pignite,499,Rock Slide
Pignite,499,Rock Smash
Pignite,499,Rock Tomb
Pignite,499,Rollout
Pignite,499,Scary Face
Pignite,499,Sleep Talk
Pignite,499,Smog
Pignite,499,Smokescreen
Pignite,499,Solar Beam
Pignite,499,Stomping Tantrum
Pignite,499,Stone Edge
Pignite,499,Substitute
Pignite,499,Sucker Punch
Pignite,499,Sunny Day
Pignite,499,Superpower
Pignite,499,Tackle
Pignite,499,Tail Whip
Pignite,499,Take Down
Pignite,499,Taunt
Pignite,499,Temper Flare
Pignite,499,Tera Blast
Pignite,499,Thrash
Pignite,499,Thunder Punch
Pignite,499,Trailblaze
Pignite,499,Wild Charge
Pignite,499,Will-O-Wisp
Pignite,499,Work Up
Pignite,499,Yawn
Pignite,499,Zen Headbutt
Goodra,706,Absorb
Goodra,706,Acid Armor
Goodra,706,Acid Spray
Goodra,706,Ancient Power
Goodra,706,Aqua Tail
Goodra,706,Blizzard
Goodra,706,Body Press
Goodra,706,Body Slam
Goodra,706,Breaking Swipe
Goodra,706,Bulldoze
Goodra,706,Charm
Goodra,706,Chilling Water
Goodra,706,Counter
Goodra,706,Curse
Goodra,706,Draco Meteor
Goodra,706,Dragon Breath
Goodra,706,Dragon Cheer
Goodra,706,Dragon Claw
Goodra,706,Dragon Pulse
Goodra,706,Dragon Tail
Goodra,706,Earthquake
Goodra,706,Endure
Goodra,706,Facade
Goodra,706,Feint
Goodra,706,Fire Blast
Goodra,706,Fire Punch
Goodra,706,Flail
Goodra,706,Flamethrower
Goodra,706,Flash Cannon
Goodra,706,Focus Blast
Goodra,706,Focus Punch
Goodra,706,Giga Drain
Goodra,706,Giga Impact
Goodra,706,Gyro Ball
Goodra,706,Heavy Slam
Goodra,706,Hydro Pump
Goodra,706,Hyper Beam
Goodra,706,Ice Beam
Goodra,706,Ice Spinner
Goodra,706,Iron Defense
Goodra,706,Iron Head
Goodra,706,Iron Tail
Goodra,706,Knock Off
Goodra,706,Lash Out
Goodra,706,Life Dew
Goodra,706,Magnet Bomb
Goodra,706,Mud Shot
Goodra,706,Muddy Water
Goodra,706,Outrage
Goodra,706,Poison Tail
Goodra,706,Power Whip
Goodra,706,Protect
Goodra,706,Rain Dance
Goodra,706,Rest
Goodra,706,Rock Slide
Goodra,706,Rock Tomb
Goodra,706,Sandstorm
Goodra,706,Scald
Goodra,706,Scary Face
Goodra,706,Shelter
Goodra,706,Skitter Smack
Goodra,706,Sleep Talk
Goodra,706,Sludge Bomb
Goodra,706,Sludge Wave
Goodra,706,Steel Beam
Goodra,706,Stomping Tantrum
Goodra,706,Substitute
Goodra,706,Sunny Day
Goodra,706,Surf
Goodra,706,Tackle
Goodra,706,Take Down
Goodra,706,Tearful Look
Goodra,706,Tera Blast
Goodra,706,Thunder
Goodra,706,Thunder Punch
Goodra,706,Thunderbolt
Goodra,706,Toxic
Goodra,706,Water Gun
Goodra,706,Water Pulse
Goodra,706,Weather Ball
Marshadow,802,Agility
Marshadow,802,Aura Sphere
Marshadow,802,Blaze Kick
Marshadow,802,Brick Break
Marshadow,802,Brutal Swing
Marshadow,802,Bulk Up
Marshadow,802,Calm Mind
Marshadow,802,Close Combat
Marshadow,802,Comet Punch
Marshadow,802,Drain Punch
Marshadow,802,Dual Chop
Marshadow,802,Endure
Marshadow,802,Facade
Marshadow,802,False Swipe
Marshadow,802,Fire Punch
Marshadow,802,Focus Blast
Marshadow,802,Giga Impact
Marshadow,802,Hyper Beam
Marshadow,802,Ice Punch
Marshadow,802,Iron Head
Marshadow,802,Knock Off
Marshadow,802,Low Sweep
Marshadow,802,Mach Punch
Marshadow,802,Ominous Wind
Marshadow,802,Outrage
Marshadow,802,Phantom Force
Marshadow,802,Poison Jab
Marshadow,802,Power-Up Punch
Marshadow,802,Protect
Marshadow,802,Rock Slide
Marshadow,802,Rock Tomb
Marshadow,802,Shadow Ball
Marshadow,802,Shadow Claw
Marshadow,802,Shadow Punch
Marshadow,802,Shadow Sneak
Marshadow,802,Spectral Thief
Marshadow,802,Stone Edge
Marshadow,802,Substitute
Marshadow,802,Swift
Marshadow,802,Thunder Punch
Marshadow,802,Vacuum Wave
Marshadow,802,Will-O-Wisp
Marshadow,802,Work Up
Marshadow,802,Zen Headbutt
Arctibax,997,Aerial Ace
Arctibax,997,Aqua Tail
Arctibax,997,Avalanche
Arctibax,997,Bite
Arctibax,997,Blizzard
Arctibax,997,Body Slam
Arctibax,997,Brick Break
Arctibax,997,Crunch
Arctibax,997,Dig
Arctibax,997,Draco Meteor
Arctibax,997,Dragon Breath
Arctibax,997,Dragon Claw
Arctibax,997,Dragon Pulse
Arctibax,997,Dragon Rush
Arctibax,997,Dragon Tail
Arctibax,997,Endure
Arctibax,997,Facade
Arctibax,997,Focus Energy
Arctibax,997,Freeze-Dry
Arctibax,997,Frost Breath
Arctibax,997,Helping Hand
Arctibax,997,Ice Beam
Arctibax,997,Ice Fang
Arctibax,997,Icicle Crash
Arctibax,997,Icicle Spear
